1	17	41197662	41197761	4
2	17	41197762	41197861	2
3	17	41199629	41199728	3
4	17	41201120	41201219	4
5	17	41203043	41203142	2
6	17	41208962	41209061	2
7	17	41209062	41209161	3
8	17	41215301	41215400	4
9	17	41215878	41215977	1
10	17	41219547	41219646	2
11	17	41219647	41219746	3
12	17	41222914	41223013	4
13	17	41223014	41223113	1
14	17	41223114	41223213	2
15	17	41223214	41223313	3
16	17	41226254	41226353	4
17	17	41226354	41226453	1
18	17	41226454	41226553	2
19	17	41228438	41228537	3
20	17	41228538	41228637	4
21	17	41231326	41231425	1
22	17	41234407	41234510	2
23	17	41234507	41234606	3
24	17	41242859	41242958	4
25	17	41242959	41243058	1
26	17	41243418	41243517	2
27	17	41243518	41243617	3
28	17	41243618	41243717	4
29	17	41243718	41243817	1
30	17	41243818	41243917	2
31	17	41243918	41244017	3
32	17	41244018	41244117	4
33	17	41244118	41244217	1
34	17	41244218	41244317	2
35	17	41244318	41244417	1
36	17	41244418	41244517	4
37	17	41244518	41244617	1
38	17	41244618	41244717	2
39	17	41244718	41244817	3
40	17	41244817	41244917	4
41	17	41244918	41245017	1
42	17	41245018	41245117	2
43	17	41245118	41245217	3
44	17	41245218	41245317	4
45	17	41245318	41245417	1
46	17	41245418	41245517	2
47	17	41245518	41245617	3
48	17	41245618	41245717	4
49	17	41245718	41245817	1
50	17	41245818	41245917	2
51	17	41245918	41246017	3
52	17	41246018	41246117	4
53	17	41246118	41246217	1
54	17	41246218	41246317	2
55	17	41246318	41246417	3
56	17	41246418	41246517	4
57	17	41246518	41246617	1
58	17	41246618	41246717	2
59	17	41246718	41246817	3
60	17	41246818	41246917	4
61	17	41247849	41247948	1
62	17	41249215	41249314	2
63	17	41251709	41251808	3
64	17	41251809	41251908	4
65	17	41256091	41256190	1
66	17	41256191	41256290	2
67	17	41256784	41256883	3
68	17	41256884	41256983	4
69	17	41258460	41258559	1
70	17	41267706	41267805	2
71	17	41276023	41276122	3
72	13	32890576	32890669	4
73	13	32893173	32893272	1
74	13	32893273	32893372	2
75	13	32893373	32893472	3
76	13	32899130	32899229	4
77	13	32899230	32899329	1
78	13	32900196	32900295	2
79	13	32900328	32900427	3
80	13	32900565	32900664	4
81	13	32900665	32900764	1
82	13	32903539	32903638	2
83	13	32904976	32905075	3
84	13	32905076	32905175	4
85	13	32906358	32906457	1
86	13	32906458	32906558	2
87	13	32906558	32906657	3
88	13	32906658	32906757	4
89	13	32906758	32906857	1
90	13	32906858	32906957	2
91	13	32906958	32907057	3
92	13	32907058	32907157	4
93	13	32907158	32907257	1
94	13	32907258	32907357	2
95	13	32907358	32907457	3
96	13	32907458	32907557	4
97	13	32910374	32910473	1
98	13	32910474	32910573	2
99	13	32910574	32910673	3
100	13	32910674	32910773	4
101	13	32910774	32910873	1
102	13	32910874	32910973	2
103	13	32910974	32911073	3
104	13	32911074	32911173	4
105	13	32911174	32911273	1
106	13	32911274	32911373	2
107	13	32911374	32911473	3
108	13	32911474	32911573	4
109	13	32911574	32911673	1
110	13	32911674	32911773	2
111	13	32911774	32911873	3
112	13	32911874	32911973	4
113	13	32911974	32912073	1
114	13	32912074	32912173	2
115	13	32912174	32912273	3
116	13	32912274	32912373	4
117	13	32912374	32912473	1
118	13	32912474	32912573	2
119	13	32912574	32912673	3
120	13	32912674	32912773	4
121	13	32912774	32912873	1
122	13	32912874	32912973	2
123	13	32912974	32913073	3
124	13	32913074	32913173	4
125	13	32913174	32913273	1
126	13	32913274	32913373	2
127	13	32913374	32913473	3
128	13	32913474	32913573	4
129	13	32913574	32913673	1
130	13	32913674	32913773	2
131	13	32913774	32913873	3
132	13	32913874	32913973	4
133	13	32913974	32914073	1
134	13	32914074	32914173	2
135	13	32914174	32914273	3
136	13	32914274	32914373	4
137	13	32914374	32914473	1
138	13	32914474	32914573	2
139	13	32914574	32914673	3
140	13	32914674	32914773	4
141	13	32914774	32914873	1
142	13	32914874	32914973	2
143	13	32914974	32915073	3
144	13	32915074	32915173	4
145	13	32915174	32915273	1
146	13	32915274	32915373	2
147	13	32918599	32918698	3
148	13	32918699	32918798	4
149	13	32920942	32921041	1
150	13	32928941	32929040	2
151	13	32929041	32929140	3
152	13	32929141	32929240	4
153	13	32929241	32929340	1
154	13	32929341	32929440	2
155	13	32930555	32930654	3
156	13	32930655	32930754	4
157	13	32931779	32931878	1
158	13	32931879	32931978	2
159	13	32931979	32932078	3
160	13	32936639	32936738	4
161	13	32936739	32936838	1
162	13	32937282	32937381	2
163	13	32937382	32937481	3
164	13	32937482	32937581	4
165	13	32937582	32937681	1
166	13	32944504	32944603	2
167	13	32944604	32944703	3
168	13	32945049	32945148	4
169	13	32945149	32945248	1
170	13	32950742	32950841	2
171	13	32950842	32950941	3
172	13	32953367	32953466	4
173	13	32953467	32953566	1
174	13	32953567	32953666	2
175	13	32953859	32953958	3
176	13	32953959	32954058	4
177	13	32954106	32954205	1
178	13	32954206	32954305	2
179	13	32968791	32968890	3
180	13	32968891	32968990	4
181	13	32968991	32969090	1
182	13	32971003	32971102	2
183	13	32971103	32971202	3
184	13	32972216	32972315	4
185	13	32972316	32972415	1
186	13	32972416	32972515	2
187	13	32972516	32972615	3
188	13	32972616	32972715	4
189	13	32972716	32972815	1
190	13	32972816	32972915	2
191	17	41277256	41277365	1
192	17	41277356	41277463	2
193	17	41278569	41278680	3
